ID_Ucznia_w_klasie,ID_Przedmiotu,Ocena,Frekwencja
109397,2,4,87
109397,3,3,55
109398,1,4,68
109398,2,1,75
109398,3,5,37
109399,1,4,57
109399,2,3,81
109399,3,1,76
109400,1,3,70
109400,2,4,78
109400,3,4,84
109401,1,5,96
109401,2,5,15
109401,3,6,100
109402,1,4,77
109402,2,4,70
109402,3,3,79
109403,1,5,89
109403,2,4,36
109403,3,2,61
109404,1,4,86
109404,2,5,80
109404,3,4,63
109405,1,3,41
109405,2,4,73
109405,3,6,92
109406,1,4,77
109406,2,5,76
109406,3,4,71
109407,1,3,83
109407,2,3,46
109407,3,4,70
109408,1,4,73
109408,2,3,79
109408,3,3,40
109409,1,3,74
109409,2,5,22
109409,3,4,40
109410,1,4,75
109410,2,3,39
109410,3,1,100
109411,1,1,76
109411,2,3,26
109411,3,4,87
109412,1,4,87
109412,2,1,99
109412,3,1,73
109413,1,3,56
109413,2,3,86
109413,3,4,81
109414,1,1,78
109414,2,3,51
109414,3,4,80
109415,1,4,70
109415,2,4,74
109415,3,2,61
109416,1,4,51
109416,2,3,41
109416,3,4,81
109417,1,4,69
109417,2,2,73
109417,3,2,73
109418,1,3,74
109418,2,1,100
109418,3,3,69
109419,1,5,100
109419,2,3,83
109419,3,4,97
109420,1,5,73
109420,2,3,100
109420,3,6,89
109421,1,1,79
109421,2,5,79
109421,3,4,89
109422,1,3,86
109422,2,3,88
109422,3,1,74
109423,1,3,94
109423,2,3,49
109423,3,4,74
109424,1,4,76
109424,2,4,76
109424,3,3,88
109425,1,3,75
109425,2,4,100
109425,3,4,76
109426,1,4,74
109426,2,5,77
109426,3,3,98
109427,1,3,89
109427,2,2,79
109427,3,3,62
109428,1,3,77
109428,2,4,70
109428,3,3,84
109429,1,1,85
109429,2,4,74
109429,3,5,77
109430,1,2,86
109430,2,4,73
109430,3,4,77
109431,1,4,89
109431,2,2,98
109431,3,4,88
109432,1,3,82
109432,2,5,73
109432,3,3,70
109433,1,4,89
109433,2,4,65
109433,3,3,86
109434,1,4,85
109434,2,1,80
109434,3,4,100
109435,1,5,88
109435,2,4,77
109435,3,6,68
109436,1,5,100
109436,2,3,78
109436,3,4,78
109437,1,3,87
109437,2,6,93
109437,3,3,81
109438,1,1,80
109438,2,2,83
109438,3,6,44
109439,1,2,77
109439,2,4,89
109439,3,2,65
109440,1,5,93
109440,2,1,63
109440,3,4,38
109441,1,4,70
109441,2,2,97
109441,3,6,71
109442,1,4,33
109442,2,4,77
109442,3,4,70
109443,1,3,77
109443,2,5,84
109443,3,3,75
109444,1,5,85
109444,2,1,99
109444,3,4,88
109445,1,4,92
109445,2,6,63
109445,3,2,73
109446,1,1,67
109446,2,1,83
109446,3,3,80
109447,1,3,77
109447,2,6,89
109447,3,2,94
109448,1,4,100
109448,2,4,81
109448,3,4,94
109449,1,3,100
109449,2,6,70
109449,3,3,80
109450,1,4,77
109450,2,2,100
109450,3,4,74
109451,1,3,77
109451,2,4,90
109451,3,2,80
109452,1,3,76
109452,2,5,78
109452,3,5,81
109453,1,4,89
109453,2,4,70
109453,3,5,87
109454,1,4,92
109454,2,1,100
109454,3,4,30
109455,1,3,95
109455,2,4,35
109455,3,1,49
109456,1,2,89
109456,2,4,99
109456,3,3,84
109457,1,4,73
109457,2,4,87
109457,3,5,74
109458,1,4,87
109458,2,3,98
109458,3,2,63
109459,1,5,84
109459,2,4,47
109459,3,4,70
109460,1,5,59
109460,2,4,75
109460,3,3,83
109461,1,3,81
109461,2,2,81
109461,3,5,86
109462,1,4,79
109462,2,4,70
109462,3,4,80
109463,1,5,74
109463,2,3,62
109463,3,5,75
109464,1,1,75
109464,2,2,70
109464,3,3,89
109465,1,1,81
109465,2,1,84
109465,3,5,79
109466,1,3,86
109466,2,2,81
109466,3,4,39
109467,1,4,100
109467,2,4,77
109467,3,1,95
109468,1,3,73
109468,2,4,96
109468,3,2,78
109469,1,3,96
109469,2,3,100
109469,3,2,76
109470,1,3,93
109470,2,3,77
109470,3,3,73
109471,1,4,44
109471,2,5,76
109471,3,2,72
109472,1,4,88
109472,2,3,84
109472,3,4,83
109473,1,3,62
109473,2,4,68
109473,3,2,83
109474,1,4,85
109474,2,3,69
109474,3,4,54
109475,1,4,97
109475,2,4,75
109475,3,4,97
109476,1,4,96
109476,2,6,61
109476,3,1,89
109477,1,4,83
109477,2,6,100
109477,3,4,75
109478,1,4,72
109478,2,2,73
109478,3,5,45
109479,1,3,84
109479,2,3,70
109479,3,3,74
109480,1,3,73
109480,2,3,92
109480,3,5,88
109481,1,6,70
109481,2,1,78
109481,3,1,41
109482,1,3,73
109482,2,4,89
109482,3,3,78
109483,1,3,84
109483,2,3,25
109483,3,4,77
109484,1,4,98
109484,2,5,80
109484,3,4,62
109485,1,4,63
109485,2,5,50
109485,3,6,75
109486,1,4,90
109486,2,3,68
109486,3,5,53
109487,1,3,78
109487,2,3,85
109487,3,2,38
109488,1,3,85
109488,2,5,15
109488,3,4,100
109489,1,4,84
109489,2,4,31
109489,3,4,77
109490,1,3,78
109490,2,3,77
109490,3,4,22
109491,1,5,94
109491,2,3,89
109491,3,4,86
109492,1,3,34
109492,2,4,56
109492,3,3,84
109493,1,2,85
109493,2,3,89
109493,3,4,79
109494,1,3,81
109494,2,3,24
109494,3,5,75
109495,1,3,96
109495,2,4,81
109495,3,3,83
109496,1,3,81
109496,2,3,33
109496,3,3,29
109497,1,1,97
109497,2,4,85
109497,3,5,100
109498,1,3,100
109498,2,4,79
109498,3,4,100
109499,1,3,83
109499,2,6,22
109499,3,5,80
109500,1,2,90
109500,2,5,79
109500,3,2,92
109501,1,3,79
109501,2,4,71
109501,3,4,19
109502,1,4,95
109502,2,3,84
109502,3,4,89
109503,1,4,73
109503,2,3,81
109503,3,1,37
109504,1,4,92
109504,2,4,83
109504,3,4,88
109505,1,3,97
109505,2,6,96
109505,3,2,52
109506,1,3,82
109506,2,2,65
109506,3,4,78
109507,1,5,66
109507,2,3,99
109507,3,2,77
109508,1,3,98
109508,2,2,89
109508,3,4,38
109509,1,4,52
109509,2,1,62
109509,3,3,80
109510,1,4,83
109510,2,5,70
109510,3,3,83
109511,1,3,87
109511,2,1,45
109511,3,4,74
109512,1,4,71
109512,2,2,71
109512,3,3,77
109513,1,3,75
109513,2,4,89
109513,3,5,71
109514,1,4,84
109514,2,2,80
109514,3,4,54
109515,1,4,86
109515,2,4,72
109515,3,1,57
109516,1,5,99
109516,2,3,85
109516,3,3,83
109517,1,3,87
109517,2,3,93
109517,3,4,92
109518,1,6,71
109518,2,2,86
109518,3,4,80
109519,1,1,93
109519,2,5,74
109519,3,3,70
109520,1,1,100
109520,2,3,86
109520,3,3,54
109521,1,3,83
109521,2,4,81
109521,3,5,25
109522,1,5,88
109522,2,4,68
109522,3,3,96
109523,1,5,85
109523,2,4,83
109523,3,6,41
109524,1,5,90
109524,2,3,98
109524,3,3,62
109525,1,4,100
109525,2,4,47
109525,3,4,35
109526,1,4,93
109526,2,4,21
109526,3,4,79
109527,1,1,52
109527,2,4,74
109527,3,5,85
109528,1,1,37
109528,2,1,94
109528,3,3,99
109529,1,3,57
109529,2,4,64
109529,3,1,100
109530,1,3,80
109530,2,2,84
109530,3,6,90
109531,1,2,78
109531,2,1,62
109531,3,4,98
109532,1,4,86
109532,2,4,81
109532,3,4,75
109533,1,6,100
109533,2,4,78
109533,3,5,76
109534,1,1,76
109534,2,5,100
109534,3,5,31
109535,1,3,76
109535,2,6,15
109535,3,4,75
109536,1,3,81
109536,2,1,98
109536,3,4,71
109537,1,2,71
109537,2,3,75
109537,3,3,90
109538,1,1,92
109538,2,4,66
109538,3,4,76
109539,1,4,42
109539,2,3,51
109539,3,5,84
109540,1,2,94
109540,2,3,81
109540,3,6,82
109541,1,2,74
109541,2,4,72
109541,3,4,87
109542,1,3,76
109542,2,3,87
109542,3,4,81
109543,1,5,50
109543,2,4,71
109543,3,3,97
109544,1,2,74
109544,2,4,97
109544,3,3,70
109545,1,3,86
109545,2,3,53
109545,3,6,30
109546,1,3,73
109546,2,2,80
109546,3,3,82
109547,1,3,70
109547,2,5,95
109547,3,4,56
109548,1,4,100
109548,2,3,35
109548,3,5,87
109549,1,3,87
109549,2,4,98
109549,3,4,69
109550,1,4,88
109550,2,4,93
109550,3,3,87
109551,1,3,91
109551,2,3,78
109551,3,3,43
109552,1,5,88
109552,2,2,70
109552,3,4,98
109553,1,3,83
109553,2,1,100
109553,3,4,84
109554,1,4,67
109554,2,6,36
109554,3,4,61
109555,1,5,74
109555,2,4,86
109555,3,4,51
109556,1,6,75
109556,2,4,60
109556,3,6,71
109557,1,4,100
109557,2,4,70
109557,3,4,82
109558,1,5,98
109558,2,3,83
109558,3,1,89
109559,1,4,70
109559,2,3,75
109559,3,4,60
109560,1,4,95
109560,2,1,85
109560,3,5,74
109561,1,1,86
109561,2,1,77
109561,3,4,46
109562,1,4,87
109562,2,4,70
109562,3,3,82
109563,1,2,72
109563,2,3,89
109563,3,5,81
109564,1,3,72
109564,2,4,88
109564,3,3,80
109565,1,4,64
109565,2,4,58
109565,3,4,85
109566,1,6,80
109566,2,6,65
109566,3,5,95
109567,1,1,87
109567,2,6,90
109567,3,3,82
109568,1,4,81
109568,2,5,84
109568,3,2,100
109569,1,5,76
109569,2,1,33
109569,3,1,80
109570,1,1,91
109570,2,4,86
109570,3,3,95
109571,1,4,77
109571,2,5,94
109571,3,3,85
109572,1,3,100
109572,2,2,15
109572,3,4,98
109573,1,5,25
109573,2,3,81
109573,3,1,77
109574,1,1,80
109574,2,5,66
109574,3,6,74
109575,1,1,82
109575,2,3,45
109575,3,3,84
109576,1,4,97
109576,2,5,95
109576,3,4,95
109577,1,1,48
109577,2,3,99
109577,3,5,75
109578,1,3,79
109578,2,2,82
109578,3,3,80
109579,1,4,87
109579,2,5,55
109579,3,3,72
109580,1,3,82
109580,2,2,73
109580,3,3,73
109581,1,3,86
109581,2,4,89
109581,3,3,75
109582,1,1,74
109582,2,4,78
109582,3,4,93
109583,1,3,77
109583,2,2,94
109583,3,4,95
109584,1,3,99
109584,2,3,86
109584,3,2,85
109585,1,2,81
109585,2,3,72
109585,3,4,17
109586,1,4,14
109586,2,6,100
109586,3,3,86
109587,1,4,92
109587,2,4,87
109587,3,3,73
109588,1,4,92
109588,2,4,37
109588,3,3,90
109589,1,6,76
109589,2,4,77
109589,3,3,70
109590,1,4,83
109590,2,5,76
109590,3,5,70
109591,1,3,93
109591,2,3,70
109591,3,2,68
109592,1,4,85
109592,2,3,59
109592,3,5,99
109593,1,2,73
109593,2,2,93
109593,3,4,50
109594,1,3,77
109594,2,3,89
109594,3,6,70
109595,1,2,62
109595,2,3,87
109595,3,5,85
109596,1,1,66
109596,2,1,91
109596,3,3,79
109597,1,4,81
109597,2,3,71
109597,3,5,89
109598,1,3,96
109598,2,2,100
109598,3,4,78
109599,1,2,77
109599,2,5,98
109599,3,2,70
109600,1,4,61
109600,2,3,94
109600,3,4,74
109601,1,4,100
109601,2,4,79
109601,3,4,93
109602,1,5,89
109602,2,4,77
109602,3,3,75
109603,1,3,80
109603,2,1,51
109603,3,2,81
109604,1,5,88
109604,2,1,81
109604,3,3,47
109605,1,3,38
109605,2,2,91
109605,3,4,76
109606,1,3,53
109606,2,3,83
109606,3,1,78
109607,1,5,78
109607,2,5,99
109607,3,3,80
109608,1,5,100
109608,2,3,98
109608,3,4,100
109609,1,3,98
109609,2,1,85
109609,3,4,75
109610,1,4,72
109610,2,3,35
109610,3,3,77
109611,1,4,87
109611,2,3,100
109611,3,5,79
109612,1,2,83
109612,2,2,82
109612,3,2,97
109613,1,2,28
109613,2,5,86
109613,3,4,97
109614,1,3,89
109614,2,4,78
109614,3,2,78
109615,1,4,79
109615,2,3,84
109615,3,3,100
109616,1,3,56
109616,2,4,83
109616,3,3,77
109617,1,6,93
109617,2,3,86
109617,3,5,81
109618,1,4,76
109618,2,4,96
109618,3,4,76
109619,1,3,65
109619,2,3,78
109619,3,1,64
109620,1,5,76
109620,2,3,73
109620,3,3,77
109621,1,2,86
109621,2,3,82
109621,3,2,62
109622,1,1,52
109622,2,1,71
109622,3,3,40
109623,1,3,74
109623,2,3,96
109623,3,2,38
109624,1,1,83
109624,2,3,49
109624,3,4,89
109625,1,3,89
109625,2,3,86
109625,3,5,100
109626,1,4,81
109626,2,2,71
109626,3,4,55
109627,1,5,77
109627,2,2,82
109627,3,3,94
109628,1,4,83
109628,2,3,95
109628,3,2,84
109629,1,3,76
109629,2,4,35
109629,3,3,99
109630,1,4,86
109630,2,4,99
109630,3,6,89
109631,1,6,72
109631,2,3,93
109631,3,4,70
109632,1,4,48
109632,2,4,75
109632,3,4,82
109633,1,5,72
109633,2,3,85
109633,3,3,92
109634,1,3,94
109634,2,2,80
109634,3,4,55
109635,1,4,91
109635,2,1,72
109635,3,3,82
109636,1,3,98
109636,2,4,39
109636,3,1,81
109637,1,1,80
109637,2,4,91
109637,3,5,21
109638,1,6,73
109638,2,2,90
109638,3,4,58
109639,1,2,95
109639,2,2,76
109639,3,4,71
109640,1,4,83
109640,2,4,72
109640,3,3,84
109641,1,6,76
109641,2,4,87
109641,3,3,46
109642,1,5,79
109642,2,1,72
109642,3,1,100
109643,1,4,90
109643,2,2,10
109643,3,2,98
109644,1,4,96
109644,2,2,75
109644,3,2,77
109645,1,4,91
109645,2,3,100
109645,3,3,88
109646,1,2,74
109646,2,3,87
109646,3,2,79
109647,1,5,98
109647,2,4,82
109647,3,3,87
109648,1,1,82
109648,2,5,79
109648,3,4,77
109649,1,5,70
109649,2,2,70
109649,3,5,62
109650,1,2,98
109650,2,1,83
109650,3,3,72
109651,1,3,97
109651,2,3,87
109651,3,3,85
109652,1,3,100
109652,2,1,88
109652,3,3,82
109653,1,3,85
109653,2,4,72
109653,3,1,75
109654,1,2,60
109654,2,3,86
109654,3,1,80
109655,1,2,75
109655,2,5,100
109655,3,3,71
109656,1,5,88
109656,2,4,100
109656,3,4,43
109657,1,3,39
109657,2,2,74
109657,3,4,67
109658,1,4,88
109658,2,3,73
109658,3,2,84
109659,1,4,72
109659,2,4,84
109659,3,3,89
109660,1,4,79
109660,2,4,68
109660,3,5,33
109661,1,3,55
109661,2,3,74
109661,3,3,70
109662,1,3,88
109662,2,3,95
109662,3,1,74
109663,1,3,20
109663,2,3,78
109663,3,4,81
109664,1,1,82
109664,2,6,50
109664,3,6,43
109665,1,3,99
109665,2,5,89
109665,3,1,48
109666,1,3,75
109666,2,6,100
109666,3,4,100
109667,1,5,85
109667,2,4,67
109667,3,4,75
109668,1,3,70
109668,2,3,72
109668,3,3,58
109669,1,3,70
109669,2,6,95
109669,3,5,90
109670,1,1,70
109670,2,4,77
109670,3,3,61
109671,1,4,95
109671,2,3,92
109671,3,4,75
109672,1,6,83
109672,2,6,77
109672,3,1,70
109673,1,2,72
109673,2,4,70
109673,3,4,67
109674,1,2,100
109674,2,4,56
109674,3,2,87
109675,1,4,70
109675,2,2,27
109675,3,4,83
109676,1,3,85
109676,2,1,76
109676,3,2,79
109677,1,2,77
109677,2,4,77
109677,3,4,70
109678,1,4,76
109678,2,3,85
109678,3,1,84
109679,1,5,76
109679,2,4,83
109679,3,3,85
109680,1,3,84
109680,2,2,37
109680,3,5,61
109681,1,4,81
109681,2,1,100
109681,3,4,70
109682,1,4,78
109682,2,5,79
109682,3,4,82
109683,1,4,86
109683,2,4,89
109683,3,3,82
109684,1,5,75
109684,2,3,74
109684,3,4,71
109685,1,5,88
109685,2,3,100
109685,3,4,97
109686,1,3,85
109686,2,4,35
109686,3,1,80
109687,1,3,86
109687,2,4,96
109687,3,3,83
109688,1,4,98
109688,2,1,71
109688,3,4,79
109689,1,4,74
109689,2,5,80
109689,3,3,87
109690,1,4,36
109690,2,4,86
109690,3,2,77
109691,1,3,94
109691,2,3,93
109691,3,6,90
109692,1,5,36
109692,2,4,74
109692,3,3,73
109693,1,3,84
109693,2,1,93
109693,3,3,83
109694,1,4,71
109694,2,4,58
109694,3,3,80
109695,1,4,59
109695,2,2,36
109695,3,6,85
109696,1,2,79
109696,2,5,97
109696,3,5,83
109697,1,1,60
109697,2,6,79
109697,3,6,72
109698,1,6,92
109698,2,3,50
109698,3,4,29
109699,1,2,70
109699,2,2,94
109699,3,2,86
109700,1,3,32
109700,2,5,42
109700,3,5,83
109701,1,6,58
109701,2,3,85
109701,3,1,39
109702,1,4,87
109702,2,4,75
109702,3,4,70
109703,1,4,89
109703,2,4,74
109703,3,1,77
109704,1,4,82
109704,2,4,92
109704,3,4,83
109705,1,4,86
109705,2,3,86
109705,3,2,53
109706,1,3,92
109706,2,4,89
109706,3,1,88
109707,1,3,60
109707,2,2,62
109707,3,1,71
109708,1,4,53
109708,2,3,88
109708,3,6,86
109709,1,4,81
109709,2,3,49
109709,3,6,84
109710,1,4,89
109710,2,6,90
109710,3,4,56
109711,1,4,27
109711,2,4,70
109711,3,3,74
109712,1,3,42
109712,2,3,65
109712,3,4,98
109713,1,1,98
109713,2,4,53
109713,3,4,76
109714,1,5,97
109714,2,4,90
109714,3,1,95
109715,1,4,19
109715,2,4,71
109715,3,5,76
109716,1,4,89
109716,2,2,80
109716,3,2,71
109717,1,1,91
109717,2,4,88
109717,3,4,81
109718,1,4,84
109718,2,4,50
109718,3,3,77
109719,1,1,100
109719,2,5,72
109719,3,5,74
109720,1,3,79
109720,2,3,87
109720,3,3,89
109721,1,4,82
109721,2,3,93
109721,3,4,82
109722,1,4,77
109722,2,6,85
109722,3,5,68
109723,1,3,91
109723,2,4,100
109723,3,4,66
109724,1,6,100
109724,2,5,77
109724,3,4,80
109725,1,3,73
109725,2,2,79
109725,3,4,89
109726,1,3,78
109726,2,4,74
109726,3,4,82
109727,1,2,87
109727,2,1,13
109727,3,2,85
109728,1,2,96
109728,2,1,74
109728,3,4,73
109729,1,1,87
109729,2,1,55
109729,3,4,85
109730,1,5,79
109730,2,3,71
109730,3,3,97
109731,1,4,71
109731,2,2,86
109731,3,3,88
109732,1,4,86
109732,2,3,85
109732,3,3,77
109733,1,5,100
109733,2,2,88
109733,3,4,82
109734,1,3,70
109734,2,4,72
109734,3,2,69
109735,1,1,57
109735,2,3,93
109735,3,4,88
109736,1,4,81
109736,2,2,96
109736,3,5,43
109737,1,4,73
109737,2,2,64
109737,3,3,97
109738,1,3,85
109738,2,3,73
109738,3,2,77
109739,1,5,61
109739,2,3,78
109739,3,3,57
109740,1,3,48
109740,2,4,39
109740,3,4,96
109741,1,5,77
109741,2,4,27
109741,3,4,100
109742,1,5,70
109742,2,1,88
109742,3,4,83
109743,1,3,54
109743,2,3,48
109743,3,2,85
109744,1,4,96
109744,2,3,52
109744,3,4,93
109745,1,3,17
109745,2,4,56
109745,3,1,73
109746,1,4,14
109746,2,3,75
109746,3,2,70
109747,1,3,86
109747,2,2,83
109747,3,1,80
109748,1,5,69
109748,2,1,42
109748,3,3,77
109749,1,4,84
109749,2,3,100
109749,3,3,81
109750,1,5,81
109750,2,4,89
109750,3,4,72
109751,1,3,81
109751,2,6,22
109751,3,1,79
109752,1,4,90
109752,2,4,79
109752,3,4,76
109753,1,1,80
109753,2,3,79
109753,3,1,81
109754,1,3,88
109754,2,3,93
109754,3,5,84
109755,1,4,94
109755,2,2,81
109755,3,4,78
109756,1,4,68
109756,2,4,100
109756,3,5,85
109757,1,2,76
109757,2,4,71
109757,3,3,100
109758,1,4,81
109758,2,4,74
109758,3,4,82
109759,1,3,87
109759,2,4,32
109759,3,2,90
109760,1,5,65
109760,2,4,86
109760,3,1,50
109761,1,5,100
109761,2,6,86
109761,3,4,45
109762,1,3,75
109762,2,1,85
109762,3,5,97
109763,1,5,40
109763,2,4,73
109763,3,1,92
109764,1,4,74
109764,2,3,82
109764,3,6,59
109765,1,5,74
109765,2,5,85
109765,3,5,97
109766,1,1,72
109766,2,5,82
109766,3,3,44
109767,1,2,87
109767,2,5,70
109767,3,4,34
109768,1,4,85
109768,2,4,86
109768,3,4,93
109769,1,5,72
109769,2,3,86
109769,3,4,77
109770,1,2,90
109770,2,5,78
109770,3,5,82
109771,1,4,100
109771,2,3,100
109771,3,3,51
109772,1,3,87
109772,2,5,87
109772,3,2,93
109773,1,3,91
109773,2,3,76
109773,3,1,100
109774,1,6,84
109774,2,3,100
109774,3,4,95
109775,1,3,48
109775,2,4,79
109775,3,4,95
109776,1,5,84
109776,2,4,89
109776,3,3,53
109777,1,3,52
109777,2,4,60
109777,3,1,86
109778,1,3,51
109778,2,1,99
109778,3,1,76
109779,1,3,89
109779,2,1,91
109779,3,4,74
109780,1,5,80
109780,2,4,62
109780,3,3,33
109781,1,4,87
109781,2,4,81
109781,3,1,100
109782,1,6,85
109782,2,4,81
109782,3,1,90
109783,1,4,74
109783,2,3,84
109783,3,3,86
109784,1,1,86
109784,2,5,86
109784,3,5,74
109785,1,4,77
109785,2,3,93
109785,3,6,78
109786,1,3,18
109786,2,4,54
109786,3,3,55
109787,1,4,31
109787,2,3,95
109787,3,4,50
109788,1,4,98
109788,2,4,79
109788,3,5,99
109789,1,3,83
109789,2,4,96
109789,3,3,94
109790,1,4,78
109790,2,3,89
109790,3,2,85
109791,1,1,90
109791,2,3,91
109791,3,4,96
109792,1,1,100
109792,2,6,59
109792,3,3,83
109793,1,1,59
109793,2,4,72
109793,3,3,83
109794,1,3,78
109794,2,4,95
109794,3,4,100
109795,1,3,71
109795,2,4,92
109795,3,4,88
109796,1,3,84
109796,2,3,75
109796,3,5,92
109797,1,5,74
109797,2,4,72
109797,3,3,85
109798,1,6,98
109798,2,1,40
109798,3,1,83
109799,1,4,83
109799,2,6,77
109799,3,6,81
109800,1,1,18
109800,2,3,85
109800,3,2,52
109801,1,4,38
109801,2,1,60
109801,3,4,90
109802,1,5,70
109802,2,3,77
109802,3,3,73
109803,1,2,81
109803,2,5,39
109803,3,2,76
109804,1,4,72
109804,2,3,86
109804,3,4,100
109805,1,5,74
109805,2,3,100
109805,3,5,38
109806,1,4,72
109806,2,4,76
109806,3,3,93
109807,1,3,87
109807,2,2,82
109807,3,3,65
109808,1,3,97
109808,2,6,75
109808,3,1,82
109809,1,6,85
109809,2,4,86
109809,3,4,99
109810,1,5,71
109810,2,6,85
109810,3,3,52
109811,1,1,20
109811,2,4,39
109811,3,5,55
109812,1,2,32
109812,2,1,83
109812,3,4,76
109813,1,3,78
109813,2,1,79
109813,3,3,56
109814,1,4,86
109814,2,2,79
109814,3,6,89
109815,1,5,89
109815,2,4,94
109815,3,3,41
109816,1,3,73
109816,2,1,82
109816,3,4,97
109817,1,3,84
109817,2,5,70
109817,3,4,81
109818,1,4,82
109818,2,3,40
109818,3,4,84
109819,1,1,88
109819,2,3,81
109819,3,4,72
109820,1,5,96
109820,2,4,67
109820,3,3,86
109821,1,2,91
109821,2,4,82
109821,3,6,86
109822,1,4,31
109822,2,4,86
109822,3,4,70
109823,1,3,82
109823,2,3,41
109823,3,3,100
109824,1,3,89
109824,2,3,84
109824,3,3,68
109825,1,6,86
109825,2,3,94
109825,3,5,86
109826,1,4,88
109826,2,1,98
109826,3,4,77
109827,1,5,56
109827,2,4,35
109827,3,4,87
109828,1,4,83
109828,2,5,98
109828,3,4,70
109829,1,3,100
109829,2,1,38
109829,3,3,62
109830,1,5,94
109830,2,3,97
109830,3,2,100
109831,1,3,79
109831,2,2,94
109831,3,3,86
109832,1,4,80
109832,2,1,73
109832,3,3,85
109833,1,5,58
109833,2,5,100
109833,3,4,99
109834,1,4,28
109834,2,3,75
109834,3,4,77
109835,1,3,94
109835,2,3,97
109835,3,2,100
109836,1,3,75
109836,2,5,73
109836,3,3,82
109837,1,4,70
109837,2,4,71
109837,3,3,80
109838,1,6,77
109838,2,3,24
109838,3,5,97
109839,1,3,100
109839,2,4,47
109839,3,4,50
109840,1,3,100
109840,2,3,77
109840,3,3,71
109841,1,5,100
109841,2,4,74
109841,3,2,74
109842,1,3,70
109842,2,4,86
109842,3,2,83
109843,1,4,70
109843,2,2,68
109843,3,3,92
109844,1,4,26
109844,2,2,79
109844,3,5,12
109845,1,3,85
109845,2,3,56
109845,3,3,86
109846,1,6,100
109846,2,2,93
109846,3,3,77
109847,1,4,98
109847,2,5,89
109847,3,3,88
109848,1,4,37
109848,2,4,77
109848,3,3,85
109849,1,4,49
109849,2,2,73
109849,3,4,77
109850,1,3,86
109850,2,6,70
109850,3,2,75
109851,1,3,80
109851,2,5,81
109851,3,6,98
109852,1,4,96
109852,2,4,91
109852,3,3,71
109853,1,5,75
109853,2,4,90
109853,3,5,69
109854,1,3,77
109854,2,3,68
109854,3,6,86
109855,1,4,76
109855,2,4,77
109855,3,2,70
109856,1,3,81
109856,2,1,87
109856,3,1,78
109857,1,2,100
109857,2,1,78
109857,3,1,96
109858,1,4,34
109858,2,3,85
109858,3,6,100
109859,1,2,70
109859,2,5,88
109859,3,3,78
109860,1,3,61
109860,2,5,76
109860,3,4,98
109861,1,2,75
109861,2,3,67
109861,3,4,67
109862,1,2,80
109862,2,3,85
109862,3,3,37
109863,1,3,95
109863,2,5,90
109863,3,4,81
109864,1,3,83
109864,2,3,75
109864,3,5,55
109865,1,3,58
109865,2,3,70
109865,3,3,87
109866,1,1,76
109866,2,2,92
109866,3,5,78
109867,1,5,85
109867,2,4,56
109867,3,3,81
109868,1,4,79
109868,2,3,95
109868,3,3,88
109869,1,3,98
109869,2,2,91
109869,3,3,86
109870,1,2,86
109870,2,4,89
109870,3,5,46
109871,1,1,45
109871,2,3,29
109871,3,5,82
109872,1,5,76
109872,2,5,73
109872,3,1,80
109873,1,5,30
109873,2,6,86
109873,3,4,86
109874,1,3,80
109874,2,1,98
109874,3,1,74
109875,1,3,73
109875,2,5,86
109875,3,6,77
109876,1,2,72
109876,2,1,75
109876,3,6,77
109877,1,5,89
109877,2,5,76
109877,3,3,59
109878,1,4,88
109878,2,4,83
109878,3,4,62
109879,1,4,74
109879,2,3,73
109879,3,3,78
109880,1,1,89
109880,2,5,87
109880,3,5,74
109881,1,4,84
109881,2,1,56
109881,3,4,76
109882,1,3,76
109882,2,2,83
109882,3,3,46
109883,1,4,99
109883,2,4,79
109883,3,3,83
109884,1,6,74
109884,2,4,77
109884,3,5,71
109885,1,4,92
109885,2,4,88
109885,3,1,74
109886,1,5,70
109886,2,3,97
109886,3,3,79
109887,1,2,70
109887,2,3,89
109887,3,2,97
109888,1,5,72
109888,2,3,71
109888,3,3,71
109889,1,4,93
109889,2,4,71
109889,3,3,92
109890,1,3,83
109890,2,4,71
109890,3,4,72
109891,1,2,76
109891,2,4,91
109891,3,3,91
109892,1,2,99
109892,2,4,85
109892,3,3,70
109893,1,5,79
109893,2,4,75
109893,3,5,54
109894,1,4,75
109894,2,2,86
109894,3,2,77
109895,1,4,72
109895,2,3,97
109895,3,3,99
109896,1,3,80
109896,2,4,100
109896,3,3,81
109897,1,4,69
109897,2,3,82
109897,3,1,86
109898,1,4,88
109898,2,3,83
109898,3,1,88
109899,1,4,81
109899,2,5,100
109899,3,4,77
109900,1,3,87
109900,2,5,75
109900,3,5,97
109901,1,3,86
109901,2,4,71
109901,3,4,30
109902,1,6,58
109902,2,4,74
109902,3,5,88
109903,1,6,87
109903,2,3,80
109903,3,4,83
109904,1,5,43
109904,2,4,80
109904,3,4,75
109905,1,1,90
109905,2,4,97
109905,3,5,70
109906,1,4,46
109906,2,4,79
109906,3,2,86
109907,1,5,90
109907,2,2,100
109907,3,4,86
109908,1,4,85
109908,2,2,40
109908,3,5,78
109909,1,5,84
109909,2,1,67
109909,3,4,87
109910,1,4,75
109910,2,3,86
109910,3,5,79
109911,1,3,69
109911,2,2,38
109911,3,3,100
109912,1,4,65
109912,2,5,80
109912,3,3,71
109913,1,3,70
109913,2,3,89
109913,3,4,88
109914,1,4,100
