ID_Ucznia_w_klasie,ID_Przedmiotu,Ocena,Frekwencja
32106,1,4,82
32106,2,2,100
32106,3,4,85
32107,1,3,84
32107,2,4,94
32107,3,1,79
32108,1,4,88
32108,2,3,85
32108,3,2,73
32109,1,5,47
32109,2,4,84
32109,3,4,39
32110,1,1,74
32110,2,2,32
32110,3,3,85
32111,1,3,79
32111,2,4,81
32111,3,3,100
32112,1,3,99
32112,2,5,92
32112,3,3,87
32113,1,4,81
32113,2,4,24
32113,3,4,55
32114,1,5,81
32114,2,1,85
32114,3,5,84
32115,1,4,29
32115,2,4,85
32115,3,5,77
32116,1,3,79
32116,2,3,74
32116,3,3,93
32117,1,3,81
32117,2,4,78
32117,3,4,83
32118,1,6,71
32118,2,4,76
32118,3,4,87
32119,1,2,72
32119,2,1,85
32119,3,3,88
32120,1,3,72
32120,2,1,74
32120,3,4,96
32121,1,5,79
32121,2,4,98
32121,3,5,82
32122,1,2,77
32122,2,4,87
32122,3,3,70
32123,1,3,83
32123,2,3,71
32123,3,4,75
32124,1,5,79
32124,2,1,50
32124,3,4,89
32125,1,5,90
32125,2,3,88
32125,3,5,23
32126,1,4,76
32126,2,3,48
32126,3,1,82
32127,1,3,85
32127,2,6,88
32127,3,4,80
32128,1,1,87
32128,2,4,80
32128,3,3,77
32129,1,5,48
32129,2,3,72
32129,3,3,62
32130,1,5,79
32130,2,3,74
32130,3,3,98
32131,1,3,87
32131,2,4,73
32131,3,3,94
32132,1,2,100
32132,2,2,63
32132,3,1,61
32133,1,5,71
32133,2,4,71
32133,3,3,71
32134,1,3,77
32134,2,4,96
32134,3,6,94
32135,1,4,86
32135,2,3,87
32135,3,3,69
32136,1,5,81
32136,2,3,61
32136,3,3,85
32137,1,4,94
32137,2,5,84
32137,3,3,84
32138,1,4,85
32138,2,3,74
32138,3,4,75
32139,1,1,80
32139,2,3,95
32139,3,3,85
32140,1,2,79
32140,2,1,85
32140,3,4,80
32141,1,4,100
32141,2,5,96
32141,3,5,87
32142,1,3,65
32142,2,4,81
32142,3,4,88
32143,1,3,85
32143,2,4,81
32143,3,4,78
32144,1,6,81
32144,2,2,78
32144,3,1,96
32145,1,2,88
32145,2,4,55
32145,3,5,95
32146,1,4,85
32146,2,2,84
32146,3,3,49
32147,1,5,100
32147,2,1,82
32147,3,3,78
32148,1,2,93
32148,2,3,100
32148,3,5,79
32149,1,1,41
32149,2,1,90
32149,3,3,70
32150,1,2,82
32150,2,5,54
32150,3,3,85
32151,1,3,33
32151,2,3,26
32151,3,4,90
32152,1,3,89
32152,2,4,87
32152,3,2,71
32153,1,3,100
32153,2,3,73
32153,3,4,91
32154,1,5,76
32154,2,3,70
32154,3,3,77
32155,1,2,74
32155,2,2,70
32155,3,5,72
32156,1,4,22
32156,2,3,63
32156,3,3,76
32157,1,5,75
32157,2,4,89
32157,3,5,82
32158,1,1,92
32158,2,1,97
32158,3,2,96
32159,1,3,89
32159,2,3,28
32159,3,4,73
32160,1,6,72
32160,2,4,83
32160,3,3,86
32161,1,4,82
32161,2,6,91
32161,3,3,15
32162,1,1,59
32162,2,3,80
32162,3,5,84
32163,1,4,37
32163,2,4,79
32163,3,6,84
32164,1,3,91
32164,2,2,100
32164,3,4,87
32165,1,1,83
32165,2,3,88
32165,3,4,87
32166,1,1,75
32166,2,3,50
32166,3,3,80
32167,1,3,97
32167,2,4,73
32167,3,1,11
32168,1,5,92
32168,2,4,98
32168,3,5,100
32169,1,4,35
32169,2,3,86
32169,3,5,100
32170,1,1,99
32170,2,5,74
32170,3,5,42
32171,1,4,74
32171,2,4,76
32171,3,5,73
32172,1,4,98
32172,2,4,89
32172,3,2,86
32173,1,3,75
32173,2,4,76
32173,3,3,75
32174,1,6,94
32174,2,4,71
32174,3,6,72
32175,1,3,50
32175,2,6,97
32175,3,4,89
32176,1,4,94
32176,2,3,32
32176,3,5,82
32177,1,4,73
32177,2,5,75
32177,3,6,98
32178,1,1,92
32178,2,4,71
32178,3,4,90
32179,1,3,75
32179,2,1,73
32179,3,3,76
32180,1,2,72
32180,2,4,96
32180,3,5,71
32181,1,4,94
32181,2,2,84
32181,3,4,81
32182,1,2,53
32182,2,5,70
32182,3,5,78
32183,1,3,36
32183,2,3,100
32183,3,4,87
32184,1,3,75
32184,2,2,80
32184,3,3,67
32185,1,3,79
32185,2,4,75
32185,3,3,82
32186,1,3,82
32186,2,4,55
32186,3,2,93
32187,1,4,91
32187,2,2,86
32187,3,6,79
32188,1,3,62
32188,2,6,100
32188,3,4,71
32189,1,3,94
32189,2,3,83
32189,3,2,89
32190,1,3,58
32190,2,2,40
32190,3,3,61
32191,1,5,97
32191,2,4,82
32191,3,3,94
32192,1,4,83
32192,2,2,82
32192,3,2,79
32193,1,4,83
32193,2,1,78
32193,3,2,71
32194,1,1,89
32194,2,4,100
32194,3,3,76
32195,1,3,73
32195,2,4,77
32195,3,3,97
32196,1,3,77
32196,2,4,100
32196,3,4,84
32197,1,4,76
32197,2,4,79
32197,3,5,57
32198,1,5,87
32198,2,2,88
32198,3,3,85
32199,1,1,89
32199,2,4,82
32199,3,4,84
32200,1,2,76
32200,2,3,76
32200,3,4,85
32201,1,6,80
32201,2,4,99
32201,3,4,71
32202,1,2,79
32202,2,3,94
32202,3,2,78
32203,1,3,63
32203,2,3,82
32203,3,3,78
32204,1,3,93
32204,2,4,95
32204,3,4,17
32205,1,4,79
32205,2,6,94
32205,3,2,76
32206,1,3,92
32206,2,2,73
32206,3,4,83
32207,1,5,97
32207,2,5,89
32207,3,5,93
32208,1,3,100
32208,2,4,94
32208,3,6,86
32209,1,1,84
32209,2,2,77
32209,3,4,52
32210,1,1,31
32210,2,2,76
32210,3,3,84
32211,1,3,50
32211,2,4,72
32211,3,4,89
32212,1,4,52
32212,2,1,88
32212,3,1,92
32213,1,5,48
32213,2,3,44
32213,3,3,28
32214,1,3,78
32214,2,3,76
32214,3,3,23
32215,1,4,81
32215,2,4,78
32215,3,3,41
32216,1,3,46
32216,2,4,60
32216,3,1,73
32217,1,5,73
32217,2,5,81
32217,3,5,100
32218,1,1,81
32218,2,4,89
32218,3,6,88
32219,1,1,75
32219,2,5,77
32219,3,3,45
32220,1,1,82
32220,2,2,83
32220,3,4,67
32221,1,4,34
32221,2,6,56
32221,3,1,83
32222,1,4,80
32222,2,4,86
32222,3,3,83
32223,1,3,79
32223,2,4,79
32223,3,4,76
32224,1,6,44
32224,2,2,84
32224,3,5,46
32225,1,4,80
32225,2,3,85
32225,3,4,84
32226,1,3,78
32226,2,1,84
32226,3,3,97
32227,1,4,92
32227,2,3,95
32227,3,5,34
32228,1,4,89
32228,2,3,83
32228,3,4,70
32229,1,3,70
32229,2,5,85
32229,3,2,92
32230,1,4,46
32230,2,4,94
32230,3,1,87
32231,1,4,81
32231,2,6,73
32231,3,4,71
32232,1,4,74
32232,2,5,20
32232,3,1,83
32233,1,3,75
32233,2,2,80
32233,3,4,74
32234,1,1,93
32234,2,5,77
32234,3,5,49
32235,1,3,38
32235,2,4,76
32235,3,5,100
32236,1,3,78
32236,2,5,78
32236,3,2,100
32237,1,3,93
32237,2,4,76
32237,3,5,79
32238,1,1,96
32238,2,3,38
32238,3,3,61
32239,1,3,81
32239,2,2,89
32239,3,4,93
32240,1,4,94
32240,2,3,79
32240,3,4,94
32241,1,1,97
32241,2,1,84
32241,3,4,85
32242,1,6,76
32242,2,4,91
32242,3,4,52
32243,1,3,76
32243,2,5,66
32243,3,3,81
32244,1,5,79
32244,2,2,77
32244,3,3,94
32245,1,3,74
32245,2,3,75
32245,3,4,75
32246,1,3,91
32246,2,3,79
32246,3,5,87
32247,1,3,80
32247,2,1,78
32247,3,4,89
32248,1,3,84
32248,2,4,95
32248,3,3,72
32249,1,4,66
32249,2,2,81
32249,3,3,91
32250,1,3,81
32250,2,4,91
32250,3,3,88
32251,1,1,77
32251,2,1,78
32251,3,1,46
32252,1,3,90
32252,2,3,68
32252,3,3,45
32253,1,3,84
32253,2,5,73
32253,3,3,100
32254,1,3,82
32254,2,4,82
32254,3,5,73
32255,1,4,76
32255,2,5,86
32255,3,3,60
32256,1,4,100
32256,2,4,89
32256,3,3,68
32257,1,4,53
32257,2,4,55
32257,3,1,84
32258,1,4,95
32258,2,3,98
32258,3,4,30
32259,1,3,81
32259,2,5,84
32259,3,4,87
32260,1,4,67
32260,2,2,75
32260,3,1,100
32261,1,3,90
32261,2,2,79
32261,3,3,84
32262,1,4,91
32262,2,1,85
32262,3,4,43
32263,1,4,90
32263,2,4,100
32263,3,5,53
32264,1,4,76
32264,2,3,87
32264,3,1,96
32265,1,1,39
32265,2,5,81
32265,3,4,88
32266,1,2,83
32266,2,4,85
32266,3,4,80
32267,1,4,10
32267,2,5,98
32267,3,4,72
32268,1,5,87
32268,2,4,96
32268,3,2,85
32269,1,2,88
32269,2,1,100
32269,3,4,80
32270,1,5,83
32270,2,4,98
32270,3,4,72
32271,1,3,66
32271,2,3,72
32271,3,3,100
32272,1,3,72
32272,2,3,54
32272,3,5,70
32273,1,6,92
32273,2,5,82
32273,3,1,77
32274,1,4,53
32274,2,4,56
32274,3,4,74
32275,1,2,89
32275,2,3,67
32275,3,4,73
32276,1,3,92
32276,2,3,79
32276,3,3,84
32277,1,2,78
32277,2,1,67
32277,3,3,73
32278,1,4,89
32278,2,1,85
32278,3,1,53
32279,1,3,45
32279,2,3,96
32279,3,3,70
32280,1,3,70
32280,2,4,92
32280,3,1,99
32281,1,3,71
32281,2,5,78
32281,3,3,74
32282,1,3,96
32282,2,1,81
32282,3,4,49
32283,1,5,85
32283,2,2,85
32283,3,3,84
32284,1,4,77
32284,2,1,93
32284,3,6,85
32285,1,4,89
32285,2,3,63
32285,3,3,75
32286,1,4,87
32286,2,2,82
32286,3,4,96
32287,1,4,100
32287,2,6,82
32287,3,4,99
32288,1,3,87
32288,2,3,79
32288,3,4,96
32289,1,2,73
32289,2,5,84
32289,3,4,98
32290,1,5,38
32290,2,3,83
32290,3,4,87
32291,1,6,22
32291,2,5,78
32291,3,5,94
32292,1,3,97
32292,2,4,78
32292,3,3,81
32293,1,5,80
32293,2,4,76
32293,3,4,69
32294,1,1,86
32294,2,1,72
32294,3,3,74
32295,1,2,75
32295,2,3,70
32295,3,3,71
32296,1,4,77
32296,2,3,89
32296,3,3,74
32297,1,3,36
32297,2,3,74
32297,3,1,99
32298,1,5,71
32298,2,2,32
32298,3,5,75
32299,1,3,80
32299,2,4,92
32299,3,3,62
32300,1,4,97
32300,2,4,73
32300,3,3,79
32301,1,3,99
32301,2,4,73
32301,3,5,84
32302,1,4,71
32302,2,5,65
32302,3,3,54
32303,1,3,51
32303,2,3,94
32303,3,1,80
32304,1,6,79
32304,2,4,98
32304,3,3,75
32305,1,4,58
32305,2,3,75
32305,3,1,71
32306,1,3,78
32306,2,4,74
32306,3,2,49
32307,1,3,96
32307,2,2,73
32307,3,5,62
32308,1,4,82
32308,2,5,79
32308,3,3,87
32309,1,4,89
32309,2,5,74
32309,3,3,72
32310,1,5,81
32310,2,4,100
32310,3,2,93
32311,1,4,71
32311,2,5,64
32311,3,3,88
32312,1,4,73
32312,2,3,78
32312,3,4,55
32313,1,4,88
32313,2,5,75
32313,3,6,100
32314,1,4,79
32314,2,4,82
32314,3,5,96
32315,1,1,79
32315,2,4,95
32315,3,4,31
32316,1,3,56
32316,2,3,97
32316,3,3,78
32317,1,5,37
32317,2,4,80
32317,3,3,76
32318,1,3,70
32318,2,1,70
32318,3,4,70
32319,1,4,44
32319,2,5,89
32319,3,4,60
32320,1,4,86
32320,2,4,77
32320,3,4,37
32321,1,3,45
32321,2,3,73
32321,3,1,72
32322,1,3,98
32322,2,2,29
32322,3,4,65
32323,1,5,85
32323,2,3,91
32323,3,5,74
32324,1,3,99
32324,2,4,73
32324,3,3,70
32325,1,2,86
32325,2,4,66
32325,3,6,81
32326,1,3,88
32326,2,4,77
32326,3,4,56
32327,1,4,91
32327,2,6,81
32327,3,3,76
32328,1,5,82
32328,2,4,74
32328,3,1,55
32329,1,4,99
32329,2,4,73
32329,3,4,95
32330,1,4,81
32330,2,2,94
32330,3,5,41
32331,1,2,85
32331,2,4,78
32331,3,2,96
32332,1,4,57
32332,2,4,17
32332,3,5,71
32333,1,5,90
32333,2,4,73
32333,3,1,100
32334,1,5,72
32334,2,2,39
32334,3,4,70
32335,1,5,56
32335,2,3,100
32335,3,4,95
32336,1,4,82
32336,2,5,54
32336,3,3,53
32337,1,3,84
32337,2,1,61
32337,3,4,89
32338,1,5,94
32338,2,4,71
32338,3,2,100
32339,1,4,84
32339,2,4,86
32339,3,5,76
32340,1,5,78
32340,2,3,85
32340,3,1,78
32341,1,5,27
32341,2,4,75
32341,3,4,84
32342,1,4,75
32342,2,5,100
32342,3,4,38
32343,1,3,26
32343,2,4,57
32343,3,1,75
32344,1,3,21
32344,2,3,63
32344,3,3,77
32345,1,2,93
32345,2,4,73
32345,3,4,83
32346,1,3,98
32346,2,4,99
32346,3,4,84
32347,1,4,73
32347,2,4,95
32347,3,5,83
32348,1,3,88
32348,2,1,87
32348,3,3,74
32349,1,5,84
32349,2,1,79
32349,3,3,44
32350,1,3,62
32350,2,1,85
32350,3,4,76
32351,1,2,26
32351,2,1,73
32351,3,3,96
32352,1,3,71
32352,2,3,75
32352,3,4,82
32353,1,2,74
32353,2,5,30
32353,3,2,80
32354,1,5,100
32354,2,1,100
32354,3,4,70
32355,1,1,89
32355,2,4,49
32355,3,2,79
32356,1,5,17
32356,2,1,100
32356,3,1,80
32357,1,6,70
32357,2,5,76
32357,3,4,85
32358,1,3,81
32358,2,4,73
32358,3,5,98
32359,1,4,81
32359,2,3,84
32359,3,4,80
32360,1,3,85
32360,2,2,74
32360,3,4,88
32361,1,3,71
32361,2,3,86
32361,3,1,26
32362,1,3,82
32362,2,4,86
32362,3,4,89
32363,1,4,79
32363,2,4,70
32363,3,1,43
32364,1,3,98
32364,2,3,86
32364,3,4,31
32365,1,4,76
32365,2,3,79
32365,3,3,89
32366,1,4,74
32366,2,4,73
32366,3,4,23
32367,1,3,89
32367,2,4,80
32367,3,5,80
32368,1,4,72
32368,2,4,63
32368,3,5,84
32369,1,3,100
32369,2,6,83
32369,3,3,81
32370,1,4,78
32370,2,4,49
32370,3,3,61
32371,1,5,91
32371,2,4,78
32371,3,3,54
32372,1,2,67
32372,2,3,71
32372,3,3,95
32373,1,5,87
32373,2,1,68
32373,3,5,89
32374,1,4,89
32374,2,5,99
32374,3,5,70
32375,1,3,72
32375,2,3,86
32375,3,4,92
32376,1,3,100
32376,2,3,80
32376,3,3,98
32377,1,2,86
32377,2,1,92
32377,3,4,39
32378,1,5,26
32378,2,4,76
32378,3,5,75
32379,1,5,80
32379,2,1,70
32379,3,2,86
32380,1,6,55
32380,2,1,98
32380,3,3,75
32381,1,4,100
32381,2,2,31
32381,3,1,36
32382,1,3,35
32382,2,1,91
32382,3,3,88
32383,1,5,97
32383,2,2,98
32383,3,4,77
32384,1,4,73
32384,2,3,96
32384,3,6,39
32385,1,3,70
32385,2,5,39
32385,3,4,82
32386,1,3,71
32386,2,3,76
32386,3,1,40
32387,1,4,79
32387,2,1,99
32387,3,3,38
32388,1,3,94
32388,2,3,79
32388,3,3,89
32389,1,6,100
32389,2,5,91
32389,3,1,69
32390,1,3,81
32390,2,3,74
32390,3,2,35
32391,1,4,100
32391,2,5,84
32391,3,5,81
32392,1,3,84
32392,2,1,70
32392,3,3,88
32393,1,4,86
32393,2,4,86
32393,3,4,37
32394,1,3,98
32394,2,3,86
32394,3,5,86
32395,1,1,84
32395,2,3,78
32395,3,4,44
32396,1,3,80
32396,2,4,55
32396,3,4,72
32397,1,3,94
32397,2,3,99
32397,3,2,82
32398,1,6,75
32398,2,4,92
32398,3,6,80
32399,1,3,81
32399,2,5,75
32399,3,3,96
32400,1,3,77
32400,2,4,70
32400,3,1,89
32401,1,2,74
32401,2,4,75
32401,3,3,76
32402,1,4,79
32402,2,5,75
32402,3,3,100
32403,1,1,73
32403,2,4,44
32403,3,3,48
32404,1,3,34
32404,2,3,78
32404,3,5,100
32405,1,4,72
32405,2,6,100
32405,3,3,80
32406,1,3,89
32406,2,2,74
32406,3,5,87
32407,1,3,100
32407,2,2,87
32407,3,5,81
32408,1,3,45
32408,2,4,79
32408,3,4,99
32409,1,4,87
32409,2,6,93
32409,3,3,80
32410,1,1,79
32410,2,6,76
32410,3,1,82
32411,1,4,87
32411,2,5,78
32411,3,2,88
32412,1,5,78
32412,2,1,45
32412,3,4,88
32413,1,1,95
32413,2,5,88
32413,3,3,78
32414,1,3,100
32414,2,2,88
32414,3,3,83
32415,1,3,81
32415,2,4,86
32415,3,4,79
32416,1,1,72
32416,2,5,83
32416,3,5,80
32417,1,4,99
32417,2,4,49
32417,3,1,82
32418,1,4,81
32418,2,5,43
32418,3,4,78
32419,1,2,71
32419,2,5,76
32419,3,3,40
32420,1,3,59
32420,2,4,100
32420,3,1,52
32421,1,4,81
32421,2,3,36
32421,3,5,71
32422,1,4,100
32422,2,3,44
32422,3,3,71
32423,1,5,74
32423,2,5,100
32423,3,4,79
32424,1,1,97
32424,2,4,76
32424,3,4,79
32425,1,4,100
32425,2,6,87
32425,3,5,91
32426,1,5,75
32426,2,1,73
32426,3,4,83
32427,1,4,79
32427,2,3,71
32427,3,3,100
32428,1,1,86
32428,2,1,82
32428,3,3,21
32429,1,2,83
32429,2,3,41
32429,3,4,80
32430,1,4,87
32430,2,2,39
32430,3,4,37
32431,1,3,79
32431,2,4,87
32431,3,4,100
32432,1,4,80
32432,2,4,35
32432,3,3,77
32433,1,3,86
32433,2,4,79
32433,3,4,92
32434,1,1,83
32434,2,2,100
32434,3,5,82
32435,1,3,80
32435,2,3,86
32435,3,5,77
32436,1,5,85
32436,2,4,84
32436,3,5,32
32437,1,5,72
32437,2,6,97
32437,3,4,92
32438,1,1,38
32438,2,3,86
32438,3,3,43
32439,1,3,53
32439,2,3,86
32439,3,3,81
32440,1,4,19
32440,2,5,93
32440,3,4,78
32441,1,4,71
32441,2,2,83
32441,3,3,100
32442,1,5,72
32442,2,3,88
32442,3,3,80
32443,1,4,33
32443,2,2,100
32443,3,3,49
32444,1,4,82
32444,2,3,97
32444,3,4,80
32445,1,3,81
32445,2,5,76
32445,3,3,49
32446,1,3,64
32446,2,5,89
32446,3,3,81
32447,1,1,74
32447,2,5,93
32447,3,3,35
32448,1,4,77
32448,2,3,70
32448,3,6,96
32449,1,5,78
32449,2,3,33
32449,3,3,81
32450,1,5,76
32450,2,5,79
32450,3,5,79
32451,1,3,87
32451,2,4,77
32451,3,5,88
32452,1,3,70
32452,2,4,93
32452,3,4,75
32453,1,4,74
32453,2,2,83
32453,3,2,70
32454,1,3,95
32454,2,3,54
32454,3,2,97
32455,1,1,88
32455,2,4,89
32455,3,3,57
32456,1,4,71
32456,2,4,80
32456,3,4,85
32457,1,1,39
32457,2,3,98
32457,3,3,92
32458,1,1,70
32458,2,1,75
32458,3,5,71
32459,1,4,79
32459,2,5,77
32459,3,5,76
32460,1,2,74
32460,2,4,77
32460,3,1,71
32461,1,3,100
32461,2,3,90
32461,3,5,99
32462,1,3,70
32462,2,2,84
32462,3,6,79
32463,1,3,60
32463,2,3,63
32463,3,2,77
32464,1,1,100
32464,2,2,88
32464,3,5,86
32465,1,3,84
32465,2,3,89
32465,3,5,81
32466,1,1,89
32466,2,3,81
32466,3,4,13
32467,1,4,85
32467,2,1,55
32467,3,2,70
32468,1,3,100
32468,2,4,80
32468,3,3,86
32469,1,5,24
32469,2,5,89
32469,3,1,19
32470,1,4,70
32470,2,4,100
32470,3,4,69
32471,1,4,83
32471,2,3,76
32471,3,2,54
32472,1,6,83
32472,2,4,87
32472,3,5,67
32473,1,3,92
32473,2,3,80
32473,3,5,72
32474,1,3,77
32474,2,3,57
32474,3,4,72
32475,1,3,96
32475,2,4,95
32475,3,3,80
32476,1,3,44
32476,2,3,100
32476,3,4,82
32477,1,4,70
32477,2,3,78
32477,3,4,70
32478,1,4,86
32478,2,2,63
32478,3,2,34
32479,1,5,70
32479,2,3,86
32479,3,6,77
32480,1,3,76
32480,2,5,82
32480,3,3,81
32481,1,4,86
32481,2,5,98
32481,3,6,90
32482,1,5,89
32482,2,5,88
32482,3,2,70
32483,1,3,29
32483,2,3,81
32483,3,2,53
32484,1,2,71
32484,2,3,92
32484,3,3,76
32485,1,2,89
32485,2,3,61
32485,3,3,63
32486,1,3,85
32486,2,1,71
32486,3,2,80
32487,1,1,96
32487,2,3,81
32487,3,1,34
32488,1,3,83
32488,2,2,73
32488,3,4,72
32489,1,5,78
32489,2,3,55
32489,3,3,38
32490,1,1,64
32490,2,4,78
32490,3,2,91
32491,1,1,85
32491,2,3,84
32491,3,4,10
32492,1,4,88
32492,2,5,80
32492,3,3,89
32493,1,2,70
32493,2,3,70
32493,3,2,63
32494,1,4,93
32494,2,3,100
32494,3,2,98
32495,1,6,75
32495,2,2,83
32495,3,1,71
32496,1,4,45
32496,2,3,31
32496,3,1,100
32497,1,3,87
32497,2,3,77
32497,3,4,78
32498,1,3,74
32498,2,4,82
32498,3,4,81
32499,1,5,86
32499,2,4,77
32499,3,3,86
32500,1,3,85
32500,2,1,36
32500,3,6,80
32501,1,4,86
32501,2,4,76
32501,3,3,100
32502,1,2,49
32502,2,4,83
32502,3,2,89
32503,1,3,47
32503,2,4,97
32503,3,5,83
32504,1,5,89
32504,2,5,66
32504,3,3,73
32505,1,3,86
32505,2,3,87
32505,3,4,54
32506,1,5,83
32506,2,4,84
32506,3,4,99
32507,1,6,74
32507,2,2,93
32507,3,4,87
32508,1,4,76
32508,2,6,97
32508,3,6,89
32509,1,4,88
32509,2,4,90
32509,3,3,71
32510,1,5,96
32510,2,3,84
32510,3,4,21
32511,1,1,75
32511,2,1,81
32511,3,5,86
32512,1,5,77
32512,2,1,83
32512,3,3,71
32513,1,4,92
32513,2,6,37
32513,3,1,82
32514,1,5,73
32514,2,2,86
32514,3,5,56
32515,1,3,50
32515,2,3,82
32515,3,4,71
32516,1,3,59
32516,2,3,33
32516,3,3,19
32517,1,3,86
32517,2,3,61
32517,3,4,90
32518,1,3,100
32518,2,4,84
32518,3,4,100
32519,1,1,89
32519,2,6,76
32519,3,1,22
32520,1,5,31
32520,2,4,87
32520,3,2,80
32521,1,3,96
32521,2,3,80
32521,3,1,53
32522,1,2,80
32522,2,4,67
32522,3,4,89
32523,1,3,88
32523,2,3,34
32523,3,5,98
32524,1,4,75
32524,2,5,43
32524,3,3,84
32525,1,5,89
32525,2,5,62
32525,3,3,100
32526,1,3,91
32526,2,4,44
32526,3,3,94
32527,1,5,70
32527,2,4,58
32527,3,4,78
32528,1,3,86
32528,2,4,83
32528,3,1,98
32529,1,5,100
32529,2,2,100
32529,3,4,95
32530,1,4,87
32530,2,4,82
32530,3,1,88
32531,1,3,72
32531,2,3,72
32531,3,4,64
32532,1,4,87
32532,2,3,78
32532,3,3,100
32533,1,5,71
32533,2,4,38
32533,3,3,73
32534,1,3,79
32534,2,4,97
32534,3,4,86
32535,1,5,95
32535,2,3,85
32535,3,5,76
32536,1,4,88
32536,2,2,96
32536,3,4,86
32537,1,2,71
32537,2,4,61
32537,3,1,10
32538,1,4,87
32538,2,3,80
32538,3,2,78
32539,1,4,89
32539,2,6,80
32539,3,2,78
32540,1,5,100
32540,2,6,87
32540,3,3,75
32541,1,4,93
32541,2,4,78
32541,3,4,76
32542,1,5,74
32542,2,1,53
32542,3,4,95
32543,1,5,70
32543,2,3,87
32543,3,3,71
32544,1,3,78
32544,2,2,75
32544,3,3,70
32545,1,5,69
32545,2,3,76
32545,3,4,64
32546,1,4,85
32546,2,4,66
32546,3,2,80
32547,1,5,72
32547,2,3,84
32547,3,2,89
32548,1,3,83
32548,2,5,79
32548,3,1,72
32549,1,4,86
32549,2,3,72
32549,3,4,100
32550,1,4,72
32550,2,6,67
32550,3,4,77
32551,1,4,88
32551,2,4,84
32551,3,6,72
32552,1,4,88
32552,2,4,28
32552,3,3,64
32553,1,1,100
32553,2,3,87
32553,3,4,83
32554,1,4,86
32554,2,4,66
32554,3,5,85
32555,1,1,94
32555,2,4,77
32555,3,2,53
32556,1,5,35
32556,2,2,80
32556,3,5,97
32557,1,3,72
32557,2,4,70
32557,3,4,77
32558,1,6,85
32558,2,2,72
32558,3,4,82
32559,1,3,71
32559,2,1,92
32559,3,4,100
32560,1,4,93
32560,2,5,98
32560,3,3,80
32561,1,4,73
32561,2,5,87
32561,3,3,84
32562,1,1,81
32562,2,3,82
32562,3,4,21
32563,1,4,81
32563,2,5,86
32563,3,4,71
32564,1,4,74
32564,2,5,73
32564,3,2,100
32565,1,1,84
32565,2,5,82
32565,3,5,50
32566,1,4,95
32566,2,3,73
32566,3,4,89
32567,1,3,87
32567,2,4,70
32567,3,3,79
32568,1,4,35
32568,2,4,85
32568,3,5,83
32569,1,5,100
32569,2,3,82
32569,3,2,100
32570,1,3,66
32570,2,3,84
32570,3,6,92
32571,1,4,72
32571,2,5,75
32571,3,1,52
32572,1,5,72
32572,2,1,89
32572,3,3,75
32573,1,3,72
32573,2,3,78
32573,3,3,94
32574,1,3,100
32574,2,4,84
32574,3,4,85
32575,1,5,75
32575,2,4,85
32575,3,3,80
32576,1,4,77
32576,2,3,99
32576,3,3,14
32577,1,6,96
32577,2,4,84
32577,3,4,99
32578,1,3,63
32578,2,5,81
32578,3,3,81
32579,1,3,71
32579,2,5,38
32579,3,4,87
32580,1,4,92
32580,2,4,87
32580,3,1,25
32581,1,1,81
32581,2,1,82
32581,3,4,97
32582,1,3,31
32582,2,4,74
32582,3,3,95
32583,1,4,77
32583,2,4,88
32583,3,3,85
32584,1,4,81
32584,2,6,91
32584,3,4,70
32585,1,5,100
32585,2,4,83
32585,3,5,95
32586,1,3,55
32586,2,3,86
32586,3,3,90
32587,1,6,81
32587,2,4,80
32587,3,1,76
32588,1,5,14
32588,2,1,23
32588,3,4,78
32589,1,4,81
32589,2,5,85
32589,3,4,60
32590,1,2,74
32590,2,6,23
32590,3,2,93
32591,1,5,30
32591,2,1,68
32591,3,3,83
32592,1,4,100
32592,2,3,50
32592,3,2,38
32593,1,1,77
32593,2,5,92
32593,3,3,55
32594,1,3,62
32594,2,4,76
32594,3,1,70
32595,1,1,72
32595,2,1,74
32595,3,6,100
32596,1,4,97
32596,2,4,74
32596,3,3,92
32597,1,3,71
32597,2,4,69
32597,3,4,81
32598,1,4,72
32598,2,4,86
32598,3,2,75
32599,1,4,75
32599,2,5,56
32599,3,1,80
32600,1,5,92
32600,2,6,79
32600,3,5,95
32601,1,2,58
32601,2,4,40
32601,3,5,65
32602,1,4,84
32602,2,2,89
32602,3,4,78
32603,1,4,93
32603,2,5,89
32603,3,4,16
32604,1,2,76
32604,2,6,95
32604,3,2,86
32605,1,3,72
32605,2,2,92
32605,3,4,71
32606,1,3,84
32606,2,1,90
32606,3,3,100
32607,1,3,89
32607,2,4,81
32607,3,2,58
32608,1,1,72
32608,2,6,80
32608,3,3,78
32609,1,3,82
32609,2,5,75
32609,3,4,93
32610,1,2,89
32610,2,3,53
32610,3,4,78
32611,1,6,95
32611,2,3,74
32611,3,5,100
32612,1,3,85
32612,2,3,60
32612,3,3,31
32613,1,5,96
32613,2,4,51
32613,3,2,33
32614,1,3,56
32614,2,1,83
32614,3,3,81
32615,1,4,81
32615,2,3,89
32615,3,5,60
32616,1,3,78
32616,2,5,82
32616,3,4,57
32617,1,4,88
32617,2,3,70
32617,3,5,83
32618,1,3,81
32618,2,3,75
32618,3,3,94
32619,1,5,94
32619,2,5,59
32619,3,4,81
32620,1,1,70
32620,2,4,84
32620,3,1,81
32621,1,4,76
32621,2,4,74
32621,3,3,57
32622,1,3,100
32622,2,6,51
32622,3,3,98
