02-639,Karwinska,Warszawa,Mazowieckie,
02-501,Karlowicza Mieczyslawa,Warszawa,Mazowieckie,from 1 to last
02-552,Karlowicza Mieczyslawa,Warszawa,Mazowieckie,from 2 to last
02-760,Kaspijska,Warszawa,Mazowieckie,
02-294,Katalogowa,Warszawa,Mazowieckie,
02-763,Katalonska,Warszawa,Mazowieckie,
02-882,Katarynki,Warszawa,Mazowieckie,
02-760,Kaukaska,Warszawa,Mazowieckie,
02-999,Kazachska,Warszawa,Mazowieckie,
02-496,Kazimierza Jagiellonczyka,Warszawa,Mazowieckie,
02-496,Kazimierza Odnowiciela,Warszawa,Mazowieckie,
02-496,Kazimierza Sprawiedliwego,Warszawa,Mazowieckie,
02-249,Kazimierza Wielkiego,Warszawa,Mazowieckie,
02-518,Kazimierzowska,Warszawa,Mazowieckie,from 66 to last from 69 to last
02-538,Kazimierzowska,Warszawa,Mazowieckie,from 53 to 67
02-543,Kazimierzowska,Warszawa,Mazowieckie,from 60 to 64
02-546,Kazimierzowska,Warszawa,Mazowieckie,from 42 to 58
02-572,Kazimierzowska,Warszawa,Mazowieckie,from 20 to 40 from 21 to 51
02-589,Kazimierzowska,Warszawa,Mazowieckie,from 2 to 18 from 1 to 19
02-795,Kazury Stanislawa,Warszawa,Mazowieckie,
02-495,Keniga Mariana,Warszawa,Mazowieckie,
02-504,Kielecka,Warszawa,Mazowieckie,from 2 to 14 from 1 to 15
02-530,Kielecka,Warszawa,Mazowieckie,from 28 to last from 31 to last
02-550,Kielecka,Warszawa,Mazowieckie,from 16 to 26 from 17 to 29
02-796,Kiepury Jana,Warszawa,Mazowieckie,
02-962,Kieslowskiego Krzysztofa,Warszawa,Mazowieckie,
02-198,Kinetyczna,Warszawa,Mazowieckie,
02-875,Klarnecistow,Warszawa,Mazowieckie,
02-923,Klarysewska,Warszawa,Mazowieckie,from 2 to 48 from 1 to 43
02-936,Klarysewska,Warszawa,Mazowieckie,from 50 to last from 45 to last
02-485,Kleszczowa,Warszawa,Mazowieckie,
02-797,Klimczaka Franciszka,Warszawa,Mazowieckie,
02-847,Klubowa,Warszawa,Mazowieckie,
02-728,Kmicica,Warszawa,Mazowieckie,
02-841,Kobuza,Warszawa,Mazowieckie,
02-984,Kobylanska,Warszawa,Mazowieckie,
02-875,Kobzy,Warszawa,Mazowieckie,
02-888,Kogucia,Warszawa,Mazowieckie,
02-797,Kokosowa,Warszawa,Mazowieckie,
02-691,Kolady,Warszawa,Mazowieckie,
02-879,Kolbaczewska,Warszawa,Mazowieckie,
02-650,Kolberga Oskara,Warszawa,Mazowieckie,
02-960,Kolegiacka,Warszawa,Mazowieckie,
02-818,Kolibrow,Warszawa,Mazowieckie,
02-242,Kolnenska,Warszawa,Mazowieckie,
02-495,Kolorowa,Warszawa,Mazowieckie,
02-288,Kolumba Krzysztofa,Warszawa,Mazowieckie,
02-517,Komedy Krzysztofa,Warszawa,Mazowieckie,
02-495,Kompanii Kordian,Warszawa,Mazowieckie,
02-676,Komputerowa,Warszawa,Mazowieckie,
02-495,Komunardow,Warszawa,Mazowieckie,
02-787,Koncertowa,Warszawa,Mazowieckie,
02-829,Kondracka,Warszawa,Mazowieckie,
02-490,Konewki,Warszawa,Mazowieckie,
02-495,Koninska,Warszawa,Mazowieckie,
02-496,Konotopska,Warszawa,Mazowieckie,
02-942,Konstancinska,Warszawa,Mazowieckie,
02-673,Konstruktorska,Warszawa,Mazowieckie,
02-777,Kopcinskiego Stefana,Warszawa,Mazowieckie,
02-321,Kopinska,Warszawa,Mazowieckie,from 2 to 18 from 1 to 15
02-327,Kopinska,Warszawa,Mazowieckie,from 20 to last from 17 to last
02-967,Koralowa,Warszawa,Mazowieckie,
02-934,Korczynska,Warszawa,Mazowieckie,
02-836,Kormoranow,Warszawa,Mazowieckie,
02-496,Koronacyjna,Warszawa,Mazowieckie,
02-905,Koronowska,Warszawa,Mazowieckie,
02-121,Korotynskiego Wladyslawa,Warszawa,Mazowieckie,from 2 to 14 from 1 to 13
02-123,Korotynskiego Wladyslawa,Warszawa,Mazowieckie,from 16 to last from 15 to last
02-830,Korowodu,Warszawa,Mazowieckie,
02-761,Korsykanska,Warszawa,Mazowieckie,
02-049,Korzeniowskiego Jozefa,Warszawa,Mazowieckie,
02-981,Korzenna,Warszawa,Mazowieckie,
02-841,Kosa,Warszawa,Mazowieckie,
02-948,Kosiarzy,Warszawa,Mazowieckie,from 2 to 6 from 1 to 7
02-953,Kosiarzy,Warszawa,Mazowieckie,from 8 to last from 9 to last
02-450,Kosmosu,Warszawa,Mazowieckie,
02-847,Kostki Napierskiego Aleksandra,Warszawa,Mazowieckie,
02-958,Kostki Potockiego Stanislawa,Warszawa,Mazowieckie,
02-979,Kostrzynska,Warszawa,Mazowieckie,
02-008,Koszykowa,Warszawa,Mazowieckie,from 80 to last from 79 to 79
02-012,Koszykowa,Warszawa,Mazowieckie,from 81 to last
02-511,Kotlinska,Warszawa,Mazowieckie,
02-177,Kotwiczna,Warszawa,Mazowieckie,
02-860,Kotylion,Warszawa,Mazowieckie,
02-438,Koziorozca,Warszawa,Mazowieckie,
02-923,Kolobrzeska,Warszawa,Mazowieckie,
02-093,Kolosa Wlodzimierza,Warszawa,Mazowieckie,
02-785,Konski Jar,Warszawa,Mazowieckie,
02-495,Kosciuszki Tadeusza,Warszawa,Mazowieckie,
02-798,Kozlakow,Warszawa,Mazowieckie,
02-255,Krakowiakow,Warszawa,Mazowieckie,
02-608,Krasickiego Ignacego,Warszawa,Mazowieckie,from 36 to last from 51 to last
02-611,Krasickiego Ignacego,Warszawa,Mazowieckie,from 12 to 34A from 13 to 49
02-628,Krasickiego Ignacego,Warszawa,Mazowieckie,from 2 to 10 from 1 to 11B
02-804,Kraski,Warszawa,Mazowieckie,
02-849,Krasnowolska,Warszawa,Mazowieckie,
02-415,Kraszewskiego Jozefa Ignacego,Warszawa,Mazowieckie,from 2 to 26 from 1 to 25
02-422,Kraszewskiego Jozefa Ignacego,Warszawa,Mazowieckie,from 28 to last from 27 to last
02-505,Kraushara Aleksandra,Warszawa,Mazowieckie,
02-495,Krawczyka Mariana,Warszawa,Mazowieckie,
02-493,Krancowa,Warszawa,Mazowieckie,
02-969,Kremowa,Warszawa,Mazowieckie,
02-835,Kretonowa,Warszawa,Mazowieckie,
02-062,Kromera Marcina,Warszawa,Mazowieckie,
02-759,Krymska,Warszawa,Mazowieckie,
02-856,Krzesanego,Warszawa,Mazowieckie,
02-052,Krzyckiego Andrzeja,Warszawa,Mazowieckie,
02-078,Krzywickiego Ludwika,Warszawa,Mazowieckie,
02-956,Krolewicza Aleksandra,Warszawa,Mazowieckie,
02-956,Krolewicza Jakuba,Warszawa,Mazowieckie,
02-954,Krolowej Marysienki,Warszawa,Mazowieckie,
02-496,Krolow Polskich,Warszawa,Mazowieckie,
02-293,Krotka,Warszawa,Mazowieckie,
02-578,Krozanska,Warszawa,Mazowieckie,
02-656,Ksawerow,Warszawa,Mazowieckie,
02-109,Ksiecia Trojdena,Warszawa,Mazowieckie,
02-404,Ksiedza Chroscickiego Juliana,Warszawa,Mazowieckie,from 1 to 33
02-414,Ksiedza Chroscickiego Juliana,Warszawa,Mazowieckie,from 35 to last
02-421,Ksiedza Chroscickiego Juliana,Warszawa,Mazowieckie,from 2 to last
02-881,Ksiedza Czarkowskiego Kazimierza,Warszawa,Mazowieckie,
02-972,Ksiedza Prymasa Hlonda Augusta,Warszawa,Mazowieckie,
02-954,Kubickiego Jakuba,Warszawa,Mazowieckie,
02-207,Kukielki,Warszawa,Mazowieckie,
02-752,Kukurydzy,Warszawa,Mazowieckie,
02-807,Kukulki,Warszawa,Mazowieckie,
02-777,Kulczynskiego Stanislawa,Warszawa,Mazowieckie,
02-796,Kulisiewicza Tadeusza,Warszawa,Mazowieckie,
02-593,Kulskiego Juliana,Warszawa,Mazowieckie,
02-798,Kuny,Warszawa,Mazowieckie,
02-910,Kuracyjna,Warszawa,Mazowieckie,
02-873,Kurantow,Warszawa,Mazowieckie,
02-747,Kuratowskiego Kazimierza,Warszawa,Mazowieckie,
02-203,Kurhan,Warszawa,Mazowieckie,
02-835,Kurkowa,Warszawa,Mazowieckie,
02-892,Kuropatwy,Warszawa,Mazowieckie,
02-733,Kurpinskiego Karola,Warszawa,Mazowieckie,
02-296,Kurzawska,Warszawa,Mazowieckie,
02-495,Kuznicy Kollatajowskiej,Warszawa,Mazowieckie,
02-539,Kwiatowa,Warszawa,Mazowieckie,from 22 to last from 19 to last
02-579,Kwiatowa,Warszawa,Mazowieckie,from 2 to 20 from 1 to 17
02-202,Kwitnacego Sadu,Warszawa,Mazowieckie,
02-971,Kwitnacej Laki,Warszawa,Mazowieckie,
02-870,Kornicka,Warszawa,Mazowieckie,
02-850,Kadzioleczki,Warszawa,Mazowieckie,
02-907,Kakolewska,Warszawa,Mazowieckie,
02-910,Kapielowa,Warszawa,Mazowieckie,
02-699,Klobucka,Warszawa,Mazowieckie,
02-466,Klosia Czeslawa,Warszawa,Mazowieckie,
02-786,Lachmana Waclawa,Warszawa,Mazowieckie,
02-192,Lajkonika,Warszawa,Mazowieckie,
02-829,Lalewicza Mariana,Warszawa,Mazowieckie,
02-495,Lalki,Warszawa,Mazowieckie,
02-830,Lambady,Warszawa,Mazowieckie,
02-792,Lanciego Franciszka Marii,Warszawa,Mazowieckie,
02-685,Langego Oskara,Warszawa,Mazowieckie,
02-071,Langiewicza Mariana,Warszawa,Mazowieckie,
02-792,Lasek Brzozowy,Warszawa,Mazowieckie,
02-416,Latarnika,Warszawa,Mazowieckie,from 2 to 38 from 1 to 33
02-423,Latarnika,Warszawa,Mazowieckie,from 40 to last from 35 to last
02-998,Latoszki,Warszawa,Mazowieckie,
02-998,Lawendy,Warszawa,Mazowieckie,
02-156,Lechicka,Warszawa,Mazowieckie,
02-495,Legnicka,Warszawa,Mazowieckie,
02-351,Lelechowska,Warszawa,Mazowieckie,
02-812,Lelka,Warszawa,Mazowieckie,
02-614,Lenartowicza Teofila,Warszawa,Mazowieckie,from 16 to last from 9 to last
02-618,Lenartowicza Teofila,Warszawa,Mazowieckie,from 2 to 14 from 1 to 7
02-956,Lentza Stanislawa,Warszawa,Mazowieckie,
02-239,Leonidasa,Warszawa,Mazowieckie,
02-992,Lercha Wladyslawa,Warszawa,Mazowieckie,
02-713,Leszczyny,Warszawa,Mazowieckie,
02-496,Leszczynskiego Stanislawa,Warszawa,Mazowieckie,
02-496,Leszka Bialego,Warszawa,Mazowieckie,
02-496,Leszka Czarnego,Warszawa,Mazowieckie,
02-084,Leszowa,Warszawa,Mazowieckie,
02-797,Letniskowa,Warszawa,Mazowieckie,
02-547,Lewicka,Warszawa,Mazowieckie,
02-840,Lesna,Warszawa,Mazowieckie,
02-155,Lezajska,Warszawa,Mazowieckie,
02-965,Lezakowa,Warszawa,Mazowieckie,
02-556,Ligocka,Warszawa,Mazowieckie,
02-943,Limanowskiego Boleslawa,Warszawa,Mazowieckie,
02-005,Lindleya Williama,Warszawa,Mazowieckie,from 2 to 12 from 1 to last
02-013,Lindleya Williama,Warszawa,Mazowieckie,from 14 to last
02-495,Lipiec Reymontowskich,Warszawa,Mazowieckie,
02-260,Lipowczana Pawla,Warszawa,Mazowieckie,
02-503,Lipskiego Jana Jozefa,Warszawa,Mazowieckie,
02-828,Liptowska,Warszawa,Mazowieckie,
02-387,Lirowa,Warszawa,Mazowieckie,
02-798,Lisi Jar,Warszawa,Mazowieckie,
02-496,Listopadowa,Warszawa,Mazowieckie,
02-828,Litworowa,Warszawa,Mazowieckie,
02-928,Locci Augustyna Wincentego,Warszawa,Mazowieckie,
02-793,Lokajskiego Eugeniusza,Warszawa,Mazowieckie,
02-720,Lubaszki,Warszawa,Mazowieckie,
02-856,Ludwinowska,Warszawa,Mazowieckie,
02-388,Lutniowa,Warszawa,Mazowieckie,
02-656,Lutocinska,Warszawa,Mazowieckie,
02-761,Macedonska,Warszawa,Mazowieckie,
02-181,Maciejki,Warszawa,Mazowieckie,
02-652,Magazynowa,Warszawa,Mazowieckie,
02-777,Magellana Ferdynanda,Warszawa,Mazowieckie,
02-496,Magnacka,Warszawa,Mazowieckie,
02-828,Magury,Warszawa,Mazowieckie,
02-642,Maklakiewicza Jana,Warszawa,Mazowieckie,
02-811,Makolagwy,Warszawa,Mazowieckie,
02-784,Makowskiego Tadeusza,Warszawa,Mazowieckie,
02-641,Malawskiego Artura,Warszawa,Mazowieckie,
02-612,Malczewskiego Antoniego,Warszawa,Mazowieckie,from 24 to 30 from 19 to 29
02-617,Malczewskiego Antoniego,Warszawa,Mazowieckie,from 2 to 22 from 1 to 17
02-622,Malczewskiego Antoniego,Warszawa,Mazowieckie,from 32 to last from 31 to last
02-495,Malinowa,Warszawa,Mazowieckie,
02-776,Malinowskiego Ernesta,Warszawa,Mazowieckie,
02-272,Malownicza,Warszawa,Mazowieckie,
02-761,Maltanska,Warszawa,Mazowieckie,
02-796,Mandarynki,Warszawa,Mazowieckie,
02-758,Mangalia,Warszawa,Mazowieckie,
02-843,Marabuta,Warszawa,Mazowieckie,
02-633,Maratonska,Warszawa,Mazowieckie,
02-776,Marco Polo,Warszawa,Mazowieckie,
02-954,Marconich,Warszawa,Mazowieckie,
02-495,Markerta Zygmunta,Warszawa,Mazowieckie,
02-763,Marsylska,Warszawa,Mazowieckie,
02-842,Maryli,Warszawa,Mazowieckie,
02-674,Marynarska,Warszawa,Mazowieckie,
02-649,Marzanny,Warszawa,Mazowieckie,
02-392,Maszynowa,Warszawa,Mazowieckie,
02-189,Matematyczna,Warszawa,Mazowieckie,
02-258,Materii,Warszawa,Mazowieckie,
02-830,Mazura,Warszawa,Mazowieckie,
02-793,Malcuzynskiego Witolda,Warszawa,Mazowieckie,
02-793,Malej Laki,Warszawa,Mazowieckie,
02-678,Malkowskiego Henryka,Warszawa,Mazowieckie,
02-973,Maslakow,Warszawa,Mazowieckie,
02-791,Meander,Warszawa,Mazowieckie,
02-495,Melcera Henryka,Warszawa,Mazowieckie,
02-784,Melodyjna,Warszawa,Mazowieckie,
02-537,Melsztynska,Warszawa,Mazowieckie,from 2 to last
02-568,Melsztynska,Warszawa,Mazowieckie,from 1 to last
02-827,Menueta,Warszawa,Mazowieckie,
02-511,Merliniego Dominika,Warszawa,Mazowieckie,
02-761,Messynska,Warszawa,Mazowieckie,
02-992,Metryczna,Warszawa,Mazowieckie,
02-102,Metrykantow,Warszawa,Mazowieckie,
02-807,Mewy,Warszawa,Mazowieckie,
02-044,Mianowskiego Jozefa,Warszawa,Mazowieckie,
02-495,Michalowicza Jerzego,Warszawa,Mazowieckie,
02-438,Michalowskiego Piotra,Warszawa,Mazowieckie,
02-096,Miecznikowa,Warszawa,Mazowieckie,
02-798,Mielczarskiego Romualda,Warszawa,Mazowieckie,
02-654,Mieszczanska,Warszawa,Mazowieckie,
02-496,Mieszka Starego,Warszawa,Mazowieckie,
02-796,Migdalowa,Warszawa,Mazowieckie,
02-776,Miklaszewskiego Jana,Warszawa,Mazowieckie,
02-455,Mikolajska,Warszawa,Mazowieckie,
02-233,Mikulczycka,Warszawa,Mazowieckie,
02-487,Milanowska,Warszawa,Mazowieckie,
02-484,Milewska,Warszawa,Mazowieckie,
02-274,Mineralna,Warszawa,Mazowieckie,
02-276,Minutowa,Warszawa,Mazowieckie,
02-721,Mirabelki,Warszawa,Mazowieckie,
02-637,Miaczynska,Warszawa,Mazowieckie,
02-634,Milobedzka,Warszawa,Mazowieckie,
02-041,Mochnackiego Maurycego,Warszawa,Mazowieckie,from 17 to last
02-042,Mochnackiego Maurycego,Warszawa,Mazowieckie,from 2 to last from 1 to 15
02-834,Moczydlowska,Warszawa,Mazowieckie,
02-797,Modelowa,Warszawa,Mazowieckie,
02-661,Modra,Warszawa,Mazowieckie,
02-836,Modraszki,Warszawa,Mazowieckie,
02-238,Modularna,Warszawa,Mazowieckie,
02-679,Modzelewskiego Zygmunta,Warszawa,Mazowieckie,
02-654,Morska,Warszawa,Mazowieckie,
02-511,Morskie Oko,Warszawa,Mazowieckie,
02-917,Morszynska,Warszawa,Mazowieckie,from 2 to last from 1 to 39
02-925,Morszynska,Warszawa,Mazowieckie,from 41 to 67
02-932,Morszynska,Warszawa,Mazowieckie,from 69 to last
02-823,Mortkowicza Jakuba,Warszawa,Mazowieckie,
02-736,Mozarta Wolfganga Amadeusza,Warszawa,Mazowieckie,
02-127,Moldawska,Warszawa,Mazowieckie,
02-337,Mszczonowska,Warszawa,Mazowieckie,from 2 to 8 from 1 to 9
02-973,Muchomora,Warszawa,Mazowieckie,
02-281,Municypalna,Warszawa,Mazowieckie,
02-965,Murawy,Warszawa,Mazowieckie,
02-273,Muszkieterow,Warszawa,Mazowieckie,
02-916,Muszynska,Warszawa,Mazowieckie,
02-862,Muzyczna,Warszawa,Mazowieckie,
02-809,Mysikrolika,Warszawa,Mazowieckie,
02-829,Maczenskiego Zdzislawa,Warszawa,Mazowieckie,
02-373,Matwicka,Warszawa,Mazowieckie,
02-967,Mlocarni,Warszawa,Mazowieckie,
02-335,Na Bateryjce,Warszawa,Mazowieckie,
02-484,Na Krancu,Warszawa,Mazowieckie,
02-798,Na Przyzbie,Warszawa,Mazowieckie,
02-197,Na Skraju,Warszawa,Mazowieckie,
02-791,Na Uboczu,Warszawa,Mazowieckie,
02-993,Nad Wilanowka,Warszawa,Mazowieckie,
02-214,Nadziei,Warszawa,Mazowieckie,
02-965,Namioty,Warszawa,Mazowieckie,
02-524,Narbutta Ludwika,Warszawa,Mazowieckie,from 84 to last from 65 to last
02-529,Narbutta Ludwika,Warszawa,Mazowieckie,from 70 to 82 from 49 to 63
02-536,Narbutta Ludwika,Warszawa,Mazowieckie,from 11 to 47
02-541,Narbutta Ludwika,Warszawa,Mazowieckie,from 12 to 68
02-564,Narbutta Ludwika,Warszawa,Mazowieckie,from 2 to 10 from 1 to 9
02-678,Narocz,Warszawa,Mazowieckie,
02-224,Narozna,Warszawa,Mazowieckie,
02-627,Naruszewicza Adama,Warszawa,Mazowieckie,
02-241,Nasienna,Warszawa,Mazowieckie,
02-441,Nastrojowa,Warszawa,Mazowieckie,
02-463,Naukowa,Warszawa,Mazowieckie,
02-873,Nawlocka,Warszawa,Mazowieckie,
02-922,Naleczowska,Warszawa,Mazowieckie,
02-758,Neseberska,Warszawa,Mazowieckie,
02-763,Nicejska,Warszawa,Mazowieckie,
02-343,Nieborowska,Warszawa,Mazowieckie,
02-274,Nieduza,Warszawa,Mazowieckie,
02-966,Niedzielna,Warszawa,Mazowieckie,
02-666,Niedzwiedzia,Warszawa,Mazowieckie,from 46 to last from 47 to last
02-737,Niedzwiedzia,Warszawa,Mazowieckie,from 2 to 44 from 1 to 45
02-698,Niegocinska,Warszawa,Mazowieckie,
02-022,Niemcewicza Juliana Ursyna,Warszawa,Mazowieckie,from 2 to 2 from 1 to 9
02-027,Niemcewicza Juliana Ursyna,Warszawa,Mazowieckie,from 4 to 12 from 11 to 13
02-306,Niemcewicza Juliana Ursyna,Warszawa,Mazowieckie,from 14 to 34 from 15 to 25
02-307,Niemcewicza Juliana Ursyna,Warszawa,Mazowieckie,from 36 to last from 27 to last
02-921,Niemirowska,Warszawa,Mazowieckie,
02-442,Nike,Warszawa,Mazowieckie,from 2 to 32 from 1 to last
02-447,Nike,Warszawa,Mazowieckie,from 36 to last
02-746,Noskowskiego Zygmunta,Warszawa,Mazowieckie,
02-427,Notecka,Warszawa,Mazowieckie,
02-112,Nowickiego Mariana,Warszawa,Mazowieckie,
02-204,Nowoberestecka,Warszawa,Mazowieckie,
02-835,Nowoczesna,Warszawa,Mazowieckie,
02-002,Nowogrodzka,Warszawa,Mazowieckie,from 62A to 62A
02-006,Nowogrodzka,Warszawa,Mazowieckie,from 59 to 73
02-014,Nowogrodzka,Warszawa,Mazowieckie,from 64 to 72
02-018,Nowogrodzka,Warszawa,Mazowieckie,from 74 to last from 75 to last
02-495,Noworegulska,Warszawa,Mazowieckie,
02-385,Nowosolipsowska,Warszawa,Mazowieckie,
02-495,Nowotyska,Warszawa,Mazowieckie,
02-766,Nowoursynowska,Warszawa,Mazowieckie,from 216 to last
02-776,Nowoursynowska,Warszawa,Mazowieckie,from 158 to 162 from 139 to 159
02-787,Nowoursynowska,Warszawa,Mazowieckie,from 164 to 214 from 161 to last
02-797,Nowoursynowska,Warszawa,Mazowieckie,from 2 to 156 from 1 to 137
02-010,Nowowiejska,Warszawa,Mazowieckie,from 26 to last from 35 to last
02-699,Nowy Sluzewiec,Warszawa,Mazowieckie,
02-776,Nugat,Warszawa,Mazowieckie,
02-495,Nurzynska,Warszawa,Mazowieckie,
02-785,Nutki,Warszawa,Mazowieckie,
02-849,Oberka,Warszawa,Mazowieckie,
02-948,Obornicka,Warszawa,Mazowieckie,from 2 to 26 from 1 to 19
02-953,Obornicka,Warszawa,Mazowieckie,from 28 to last from 21 to last
02-279,Obotrycka,Warszawa,Mazowieckie,
02-495,Obroncow Helu,Warszawa,Mazowieckie,
02-435,Obroncow Pokoju,Warszawa,Mazowieckie,
02-691,Obrzezna,Warszawa,Mazowieckie,
02-714,Obserwatorow,Warszawa,Mazowieckie,
02-409,Obywatelska,Warszawa,Mazowieckie,
02-495,Ochocka,Warszawa,Mazowieckie,
02-007,Oczki Wojciecha,Warszawa,Mazowieckie,
02-195,Odblask,Warszawa,Mazowieckie,
02-560,Odolanska,Warszawa,Mazowieckie,from 2 to 16 from 1 to 13
02-562,Odolanska,Warszawa,Mazowieckie,from 18 to last from 15 to last
02-965,Odpoczynek,Warszawa,Mazowieckie,
02-160,Odrzanska,Warszawa,Mazowieckie,
02-311,Odrzykonska,Warszawa,Mazowieckie,
02-606,Odynca Antoniego Edwarda,Warszawa,Mazowieckie,from 2 to 6 from 1 to 55
02-644,Odynca Antoniego Edwarda,Warszawa,Mazowieckie,from 8 to last from 57 to last
02-164,Ogrodnikow,Warszawa,Mazowieckie,
02-918,Ojcowska,Warszawa,Mazowieckie,
02-787,Okaryny,Warszawa,Mazowieckie,
02-115,Okinskiego Wladyslawa,Warszawa,Mazowieckie,
02-509,Okolska,Warszawa,Mazowieckie,
02-996,Okrzeszynska,Warszawa,Mazowieckie,
02-916,Okrezna,Warszawa,Mazowieckie,from 2 to 36 from 1 to 33
02-925,Okrezna,Warszawa,Mazowieckie,from 38 to 68 from 35 to 81
02-933,Okrezna,Warszawa,Mazowieckie,from 70 to last from 83 to last
02-658,Okecka,Warszawa,Mazowieckie,
02-828,Olczyska,Warszawa,Mazowieckie,
02-548,Olesinska,Warszawa,Mazowieckie,
02-636,Olimpijska,Warszawa,Mazowieckie,
02-604,Olkuska,Warszawa,Mazowieckie,
02-085,Ondraszka,Warszawa,Mazowieckie,
02-201,Opaczewska,Warszawa,Mazowieckie,from 50 to last from 43 to last
02-368,Opaczewska,Warszawa,Mazowieckie,from 2 to 18 from 1 to 17
02-372,Opaczewska,Warszawa,Mazowieckie,from 20 to 48 from 19 to 41
02-973,Opienki,Warszawa,Mazowieckie,
02-495,Opienskiego Henryka,Warszawa,Mazowieckie,
02-522,Opoczynska,Warszawa,Mazowieckie,from 1 to last
02-526,Opoczynska,Warszawa,Mazowieckie,from 2 to last
02-495,Orderu Usmiechu,Warszawa,Mazowieckie,
02-874,Orfeusza,Warszawa,Mazowieckie,
02-857,Organistow,Warszawa,Mazowieckie,
02-656,Orkana Wladyslawa,Warszawa,Mazowieckie,
02-495,Orlat Lwowskich,Warszawa,Mazowieckie,
02-828,Ornak,Warszawa,Mazowieckie,
02-797,Orszady,Warszawa,Mazowieckie,
02-244,Orzechowa,Warszawa,Mazowieckie,
02-068,Orzechowska,Warszawa,Mazowieckie,
02-374,Orzeszkowej Elizy,Warszawa,Mazowieckie,
02-695,Orzycka,Warszawa,Mazowieckie,
02-937,Orezna,Warszawa,Mazowieckie,from 50 to last from 35 to last
02-938,Orezna,Warszawa,Mazowieckie,from 2 to 48 from 1 to 33
02-496,Orlow Piastowskich,Warszawa,Mazowieckie,
02-823,Osmanska,Warszawa,Mazowieckie,
02-949,Ostra,Warszawa,Mazowieckie,
02-633,Oszczepnikow,Warszawa,Mazowieckie,
02-467,Owalna,Warszawa,Mazowieckie,
02-709,P,Warszawa,Mazowieckie,from Skocznia
02-798,P,Warszawa,Mazowieckie,from Strzecha
02-790,Pachnaca,Warszawa,Mazowieckie,
02-401,Paganiniego Mikolaja,Warszawa,Mazowieckie,
02-147,Paluch,Warszawa,Mazowieckie,
02-494,Pana Tadeusza,Warszawa,Mazowieckie,
02-202,Pandy,Warszawa,Mazowieckie,
02-797,Panoramiczna,Warszawa,Mazowieckie,
02-890,Papuzia,Warszawa,Mazowieckie,
02-440,Parowcowa,Warszawa,Mazowieckie,from 1 to last
02-445,Parowcowa,Warszawa,Mazowieckie,from 2 to last
02-002,Pasaz Braci Lopienskich,Warszawa,Mazowieckie,
02-793,Pasaz Natolinski,Warszawa,Mazowieckie,
02-787,Pasaz Stoklosy,Warszawa,Mazowieckie,
02-784,Pasaz Ursynowski,Warszawa,Mazowieckie,
02-093,Pasteura Ludwika,Warszawa,Mazowieckie,
02-954,Pastewna,Warszawa,Mazowieckie,
02-781,Paszkiewicza Ludwika,Warszawa,Mazowieckie,
02-750,Patkowskiego Aleksandra,Warszawa,Mazowieckie,
02-459,Patrolowa,Warszawa,Mazowieckie,
02-106,Pawinskiego Adolfa,Warszawa,Mazowieckie,
02-962,Palacowa,Warszawa,Mazowieckie,
02-268,Palak,Warszawa,Mazowieckie,
02-703,Pejzazowa,Warszawa,Mazowieckie,
02-843,Pelikanow,Warszawa,Mazowieckie,
02-808,Perkoza,Warszawa,Mazowieckie,
02-893,Perlicza,Warszawa,Mazowieckie,
02-280,Perlonowa,Warszawa,Mazowieckie,
02-949,Petyhorska,Warszawa,Mazowieckie,
02-403,Pianistow,Warszawa,Mazowieckie,
02-495,Piastowska,Warszawa,Mazowieckie,
02-496,Piechoty Wybranieckiej,Warszawa,Mazowieckie,
02-951,Piechoty Lanowej,Warszawa,Mazowieckie,
02-836,Piecuszka,Warszawa,Mazowieckie,
02-790,"Pietraszewicza Bronislawa ""Lota""",Warszawa,Mazowieckie,
02-668,Pienkowskiego Stefana,Warszawa,Mazowieckie,
02-175,Pilchowicka,Warszawa,Mazowieckie,
02-613,Pilicka,Warszawa,Mazowieckie,from 22 to last from 21 to last
02-629,Pilicka,Warszawa,Mazowieckie,from 2 to 20 from 1 to 19
02-375,Piotrkowska,Warszawa,Mazowieckie,
02-977,Piramowicza Grzegorza,Warszawa,Mazowieckie,
02-495,Piskorska,Warszawa,Mazowieckie,
02-797,Pistacjowa,Warszawa,Mazowieckie,
02-400,Piatkowska,Warszawa,Mazowieckie,
02-784,Pieciolinii,Warszawa,Mazowieckie,
02-828,Pieciu Stawow,Warszawa,Mazowieckie,
02-590,Pilkarska,Warszawa,Mazowieckie,
02-495,Pl. 1905 Roku,Warszawa,Mazowieckie,
02-901,Pl. Bernardynski,Warszawa,Mazowieckie,
02-495,Pl. Czerwca 1976 r.,Warszawa,Mazowieckie,
02-793,Pl. Keresztes-Fiszera Ferenca,Warszawa,Mazowieckie,
02-029,Pl. Narutowicza Gabriela,Warszawa,Mazowieckie,
02-915,Pl. Rembowskiego Aleksandra,Warszawa,Mazowieckie,
02-015,Pl. Starynkiewicza Sokratesa,Warszawa,Mazowieckie,
02-411,Pl. Wolnosci,Warszawa,Mazowieckie,
02-025,Pl. Zawiszy Artura,Warszawa,Mazowieckie,
02-793,Plakatowa,Warszawa,Mazowieckie,
02-449,Plastyczna,Warszawa,Mazowieckie,
02-805,Pliszki,Warszawa,Mazowieckie,
02-495,Plutonu Torpedy,Warszawa,Mazowieckie,
02-828,Plasy,Warszawa,Mazowieckie,
